Displacement,Force
0.0,0.0
0.0001,0.0
0.0002,0.0
0.00030000000000000003,0.0
0.0004,0.10645600083695816
0.0005,0.32295699487275353
0.0006000000000000001,0.5394579889085489
0.0007,0.755958982944344
0.0008,0.9724599769801392
0.0009000000000000001,1.1889609710159346
0.001,1.4054619650517297
0.0011,1.6219629590875249
0.0012000000000000001,1.8384639531233202
0.0013000000000000002,2.0549649471591156
0.0014,2.2714659411949105
0.0015,2.4879669352307054
0.0016,2.704467929266501
0.0017000000000000001,2.920968923302296
0.0018000000000000002,3.1374699173380916
0.0019,3.3539709113738865
0.002,3.570471905409682
0.0021000000000000003,3.7869728994454777
0.0022,4.003473893481273
0.0023,4.219974887517067
0.0024000000000000002,4.435064482398115
0.0025,4.631753224119975
0.0026000000000000003,4.828441965841835
0.0027,5.025130707563694
0.0028,5.221819449285554
0.0029000000000000002,5.4185081910074135
0.003,5.615196932729273
0.0031000000000000003,5.811885674451133
0.0032,6.0077118673587675
0.0033,6.1846145807935775
0.0034000000000000002,6.3615172942283875
0.0035,6.538420007663197
0.0036000000000000003,6.715322721098007
0.0037,6.892225434532816
0.0038,7.069128147967625
0.0039000000000000003,7.246030861402435
0.004,7.423143952596817
0.0041,7.619832694318673
0.004200000000000001,7.81652143604053
0.0043,8.013210177762385
0.0044,8.20989891948424
0.0045000000000000005,8.406587661206098
0.0046,8.603276402927953
0.0047,8.799965144649809
0.0048000000000000004,8.996653886371666
0.0049,9.310582306831092
0.005,9.626539753639618
0.0051,9.942497200448145
0.005200000000000001,10.25845464725667
0.0053,10.574412094065194
0.0054,10.890369540873719
0.0055000000000000005,11.206326987682244
0.0056,11.522284434490768
0.0057,11.65548342221203
0.0058000000000000005,11.786320426617307
0.0059,11.917157431022586
0.006,12.047994435427865
0.0061,12.178831439833143
0.006200000000000001,12.309668444238422
0.0063,12.440505448643702
0.0064,12.571342453048981
0.006500000000000001,12.70217945745426
0.0066,12.833016461859538
0.0067,12.963853466264817
0.0068000000000000005,13.094690470670095
0.006900000000000001,13.235194411199895
0.007,13.37654819226811
0.0071,13.517901973336327
0.007200000000000001,13.659255754404546
0.0073,13.800609535472761
0.0074,13.941963316540978
0.007500000000000001,14.083317097609196
0.0076,14.224670878677411
0.0077,14.36602465974563
0.0078000000000000005,14.507378440813847
0.0079,14.904061555758611
0.008,15.340243131192551
0.0081,15.776424706626491
0.0082,16.212606282060438
0.0083,16.54249720044806
0.008400000000000001,16.858454647256604
0.0085,17.17441209406514
0.0086,17.490369540873676
0.008700000000000001,17.806326987682215
0.0088,18.12228443449075
0.0089,18.28565099394598
0.009000000000000001,18.4296351279257
0.0091,18.57361926190542
0.0092,18.71760339588514
0.009300000000000001,18.86158752986486
0.0094,19.005571663844577
0.0095,19.149555797824295
0.009600000000000001,19.293539931804016
0.0097,19.437524065783734
0.0098,19.581508199763455
0.0099,19.725492333743176
0.01,19.869476467722894
0.010100000000000001,20.05691878703386
0.0102,20.25360752875572
0.0103,20.450296270477576
0.010400000000000001,20.646985012199433
0.0105,20.84367375392129
0.0106,21.040362495643144
0.010700000000000001,21.237051237365005
0.0108,21.433739979086862
0.0109,21.662027083624277
0.011000000000000001,21.89836660617072
0.0111,22.134706128717152
0.0112,22.37104565126359
0.011300000000000001,22.607385173810027
0.0114,22.84372469635646
0.0115,23.080064218902898
0.011600000000000001,23.316403741449335
0.0117,23.490977443609165
0.0118,23.64812030075201
0.0119,23.805263157894853
0.012,23.962406015037697
0.012100000000000001,24.11954887218054
0.0122,24.276691729323385
0.0123,24.43383458646623
0.012400000000000001,24.590977443609074
0.0125,24.748120300751918
0.0126,24.90526315789476
0.012700000000000001,25.085559768064257
0.0128,25.274330954504943
0.0129,25.463102140945633
0.013000000000000001,25.651873327386323
0.0131,25.84064451382701
0.0132,26.029415700267695
0.013300000000000001,26.218186886708384
0.0134,26.406958073149074
0.0135,26.59572925958976
0.013600000000000001,26.78450044603045
0.0137,26.96227745117171
0.013800000000000002,27.135226101251106
0.013900000000000001,27.3081747513305
0.014,27.4811234014099
0.014100000000000001,27.654072051489297
0.0142,27.827020701568692
0.0143,27.99996935164809
0.014400000000000001,28.17291800172749
0.0145,28.345866651806883
0.0146,28.51881530188628
0.014700000000000001,28.811122012754986
0.0148,29.167047445511383
0.0149,29.522972878267783
0.015000000000000001,29.87889831102419
0.0151,30.07765417506789
0.0152,30.19535562817224
0.015300000000000001,30.313057081276593
0.0154,30.430758534380942
0.0155,30.54845998748529
0.015600000000000001,30.66616144058964
0.015700000000000002,30.783862893693993
0.0158,30.90156434679834
0.0159,31.067514813523925
0.016,31.264203555245782
0.0161,31.46089229696764
0.0162,31.657581038689493
0.016300000000000002,31.84639290193717
0.0164,32.02988804756825
0.0165,32.213383193199334
0.0166,32.39687833883042
0.0167,32.5803734844615
0.016800000000000002,32.76386863009259
0.016900000000000002,32.923190180634144
0.017,33.06454396170236
0.0171,33.20589774277058
0.0172,33.34725152383879
0.0173,33.48860530490701
0.017400000000000002,33.62995908597523
0.0175,33.77131286704345
0.0176,33.91266664811166
0.0177,34.05402042917988
0.0178,34.1953742102481
0.0179,34.32441771535849
0.018000000000000002,34.442119168462845
0.0181,34.55982062156719
0.0182,34.67752207467154
0.0183,34.81478696741861
0.0184,34.97192982456148
0.018500000000000003,35.12907268170435
0.018600000000000002,35.28621553884721
0.0187,35.443358395990074
0.0188,35.60050125313294
0.0189,35.73921295974423
0.019,35.856914412848596
0.019100000000000002,35.97461586595296
0.019200000000000002,36.09231731905732
0.0193,36.21001877216169
0.0194,36.32772022526605
0.0195,36.445421678370415
0.0196,36.56312313147478
0.019700000000000002,36.672589890568105
0.0198,36.77060969254829
0.0199,36.86862949452848
0.02,36.96664929650866
0.0201,37.06466909848885
0.020200000000000003,37.16268890046904
0.020300000000000002,37.26070870244923
0.0204,37.35872850442941
0.0205,37.4567483064096
0.0206,37.5547681083898
0.0207,37.65278791037
0.020800000000000003,37.7508077123502
0.020900000000000002,37.8488275143304
0.021,37.9468473163106
0.0211,38.0448671182908
0.0212,38.142886920271
0.0213,38.25923141186303
0.021400000000000002,38.4163742690059
0.021500000000000002,38.573517126148765
0.0216,38.73065998329162
0.0217,38.88780284043449
0.0218,39.044945697577354
0.0219,39.18546117769677
0.022000000000000002,39.28348097967697
0.0221,39.381500781657174
0.0222,39.479520583637374
0.0223,39.57754038561757
0.0224,39.67556018759777
0.022500000000000003,39.77357998957797
0.022600000000000002,39.87159979155817
0.0227,39.97110822831734
0.0228,40.07568569310607
0.0229,40.1802631578948
0.023,40.284840622683525
0.023100000000000002,40.38941808747226
0.023200000000000002,40.49399555226099
0.0233,40.598573017049716
0.0234,40.70315048183845
0.0235,40.80772794662718
0.0236,40.91230541141591
0.023700000000000002,41.01688287620464
0.0238,41.12146034099337
0.0239,41.22448174290005
0.024,41.3185683321292
0.0241,41.412654921358346
0.024200000000000003,41.506741510587496
0.024300000000000002,41.600828099816646
0.0244,41.694914689045795
0.0245,41.78900127827494
0.0246,41.88308786750409
0.0247,41.97717445673324
0.024800000000000003,42.07126104596239
0.024900000000000002,42.16202941448529
0.025,42.21422625104065
0.0251,42.26642308759601
0.0252,42.31861992415137
0.0253,42.370816760706724
0.025400000000000002,42.42301359726209
0.025500000000000002,42.47521043381745
0.0256,42.52740727037281
0.0257,42.579604106928166
0.0258,42.631800943483526
0.025900000000000003,42.683997780038894
0.026000000000000002,42.73619461659425
0.0261,42.78839145314961
0.0262,42.853395026026654
0.0263,42.91866975130138
0.0264,42.983944476576106
0.026500000000000003,43.04921920185083
0.026600000000000002,43.11449392712556
0.0267,43.179768652400284
0.0268,43.24504337767501
0.0269,43.310318102949736
0.027,43.37559282822446
0.027100000000000003,43.44086755349919
0.027200000000000002,43.506142278773915
0.0273,43.57141700404864
0.0274,43.608612800348666
0.0275,43.64214686131969
0.027600000000000003,43.67568092229071
0.027700000000000002,43.709214983261724
0.027800000000000002,43.742749044232745
0.0279,43.77628310520376
0.028,43.80981716617478
0.0281,43.8433512271458
0.028200000000000003,43.876885288116824
0.028300000000000002,43.91041934908784
0.0284,43.94395341005886
0.0285,43.97748747102988
0.0286,44.011021532000896
0.0287,44.04455559297192
0.028800000000000003,44.082338256708994
0.028900000000000002,44.1214686914916
0.029,44.160599126274214
0.0291,44.19972956105682
0.0292,44.23885999583943
0.029300000000000003,44.27799043062204
0.029400000000000003,44.31712086540465
0.029500000000000002,44.35625130018725
0.0296,44.39538173496986
0.0297,44.43451216975247
0.0298,44.47364260453508
0.029900000000000003,44.512773039317686
0.030000000000000002,44.546780544617626
0.030100000000000002,44.57807664577674
0.0302,44.609372746935854
0.0303,44.64066884809497
0.0304,44.67196494925408
0.030500000000000003,44.703261050413204
0.030600000000000002,44.73455715157232
0.0307,44.76585325273143
0.0308,44.797149353890546
0.0309,44.82844545504966
0.031,44.859741556208775
0.031100000000000003,44.89103765736789
0.031200000000000002,44.922333758527
0.0313,44.95362985968612
0.031400000000000004,44.98492596084523
0.0315,45.016222062004346
0.0316,45.04751816316346
0.0317,45.078814264322574
0.0318,45.11011036548169
0.031900000000000005,45.14140646664081
0.032,45.15789473684212
0.032100000000000004,45.15789473684212
0.0322,45.15789473684212
0.0323,45.15789473684212
0.0324,45.15789473684212
0.0325,45.15789473684212
0.032600000000000004,45.15789473684212
0.0327,45.15789473684212
0.0328,45.15789473684212
0.0329,45.15789473684212
0.033,45.15789473684212
0.033100000000000004,45.15789473684212
0.0332,45.15789473684212
0.0333,45.15789473684212
0.0334,45.15789473684212
0.0335,45.15789473684212
0.033600000000000005,45.15789473684212
0.0337,45.15789473684212
0.033800000000000004,45.15789473684212
0.0339,45.15789473684212
0.034,45.15789473684212
0.0341,45.15789473684212
0.0342,45.15789473684212
0.034300000000000004,45.15789473684212
0.0344,45.15789473684212
0.0345,45.15789473684212
0.0346,45.15789473684212
0.0347,45.15789473684212
0.034800000000000005,45.15789473684212
0.0349,45.15789473684212
0.035,45.15789473684212
0.0351,45.15789473684212
0.0352,45.15789473684212
0.035300000000000005,45.15789473684212
0.0354,45.15789473684212
0.035500000000000004,45.15789473684212
0.0356,45.157039006355674
0.0357,45.14922527312758
0.0358,45.14141153989948
0.0359,45.13359780667138
0.036000000000000004,45.125784073443285
0.0361,45.11797034021519
0.0362,45.11015660698709
0.0363,45.10234287375899
0.0364,45.094529140530895
0.036500000000000005,45.0867154073028
0.0366,45.0789016740747
0.0367,45.0710879408466
0.0368,45.063274207618505
0.0369,45.0554604743904
0.037000000000000005,45.0476467411623
0.0371,45.039833007934206
0.037200000000000004,45.03201927470611
0.0373,45.02420554147801
0.0374,45.016391808249914
0.0375,45.008578075021816
0.0376,45.00076434179372
0.037700000000000004,44.98078311964468
0.0378,44.95948261761264
0.0379,44.93818211558061
0.038,44.916881613548576
